,image,label
24246,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_49864709.jpg,neutral
24247,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_18270369.jpg,angry
24248,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_97284715.jpg,sad
24249,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_15998837.jpg,happy
24250,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_89191396.jpg,neutral
24251,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_94154173.jpg,happy
24252,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_51957340.jpg,neutral
24253,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_25416578.jpg,neutral
24254,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_1243339.jpg,fear
24255,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_96403885.jpg,neutral
24256,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_93386110.jpg,neutral
24257,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_63336204.jpg,neutral
24258,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_93079497.jpg,sad
24259,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_81717375.jpg,happy
24260,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_5414012.jpg,neutral
24261,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_29794490.jpg,happy
24262,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_24593571.jpg,surprise
24263,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_35425747.jpg,neutral
24264,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_663754.jpg,fear
24265,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_44116654.jpg,happy
24266,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_86832766.jpg,fear
24267,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_32789305.jpg,neutral
24268,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_38735724.jpg,happy
24269,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_29500661.jpg,angry
24270,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_87191428.jpg,surprise
24271,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_82152293.jpg,angry
24272,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_54947735.jpg,sad
24273,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_86279124.jpg,neutral
24274,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_95669204.jpg,angry
24275,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_87278711.jpg,sad
24276,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_3032112.jpg,fear
24277,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_43687155.jpg,happy
24278,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_52766901.jpg,neutral
24279,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_81940101.jpg,happy
24280,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_67365868.jpg,neutral
24281,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_36693466.jpg,sad
24282,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_59518363.jpg,neutral
24283,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_25588825.jpg,neutral
24284,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_13609421.jpg,fear
24285,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_72693924.jpg,happy
24286,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_35239266.jpg,neutral
24287,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_354659.jpg,happy
24288,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_23306558.jpg,fear
24289,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_82828168.jpg,happy
24290,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_87596828.jpg,surprise
24291,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_86434222.jpg,happy
24292,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_26701676.jpg,sad
24293,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_90793518.jpg,angry
24294,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_69342045.jpg,happy
24295,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_87388211.jpg,surprise
24296,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_35363131.jpg,angry
24297,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_20707244.jpg,happy
24298,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_26630276.jpg,neutral
24299,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_21134122.jpg,fear
24300,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_34664821.jpg,surprise
24301,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_16821737.jpg,fear
24302,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_60479011.jpg,sad
24303,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_87522584.jpg,sad
24304,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_43132044.jpg,fear
24305,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_9155400.jpg,angry
24306,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_57358376.jpg,happy
24307,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_77716462.jpg,happy
24308,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_66660946.jpg,surprise
24309,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_8293568.jpg,surprise
24310,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_98058806.jpg,sad
24311,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_20051810.jpg,happy
24312,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_91624384.jpg,sad
24313,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_10002154.jpg,neutral
24314,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_20790823.jpg,happy
24315,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_11745938.jpg,angry
24316,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_16084705.jpg,neutral
24317,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_57546448.jpg,fear
24318,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_69751087.jpg,happy
24319,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_25463356.jpg,angry
24320,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_31040721.jpg,happy
24321,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_59597940.jpg,sad
24322,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_72864033.jpg,surprise
24323,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_45300648.jpg,happy
24324,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_79967245.jpg,fear
24325,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_46610954.jpg,angry
24326,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_90083807.jpg,angry
24327,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_83306587.jpg,fear
24328,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_92129253.jpg,surprise
24329,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_54151920.jpg,neutral
24330,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_41004362.jpg,surprise
24331,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_20213277.jpg,sad
24332,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_52789098.jpg,surprise
24333,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_84708694.jpg,neutral
24334,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_54639179.jpg,angry
24335,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_23330162.jpg,neutral
24336,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_44436540.jpg,angry
24337,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_30197800.jpg,happy
24338,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_90511499.jpg,neutral
24339,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_64297450.jpg,angry
24340,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_7215018.jpg,sad
24341,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_68580200.jpg,fear
24342,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_93299032.jpg,happy
24343,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_85908312.jpg,sad
24344,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_70552459.jpg,fear
24345,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_70765717.jpg,angry
24346,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_65220319.jpg,sad
24347,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_90057178.jpg,happy
24348,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_35517501.jpg,angry
24349,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_65561256.jpg,fear
24350,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_49710169.jpg,happy
24351,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_80274936.jpg,sad
24352,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_41539110.jpg,neutral
24353,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_48182985.jpg,happy
24354,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_33981314.jpg,angry
24355,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_76086118.jpg,surprise
24356,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_24048569.jpg,happy
24357,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_6639246.jpg,fear
24358,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_7463094.jpg,happy
24359,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_86584011.jpg,neutral
24360,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_42856422.jpg,happy
24361,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_92711424.jpg,neutral
24362,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_29382009.jpg,happy
24363,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_48666964.jpg,fear
24364,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_31636015.jpg,neutral
24365,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_58517181.jpg,fear
24366,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_3455339.jpg,sad
24367,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_71810702.jpg,surprise
24368,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_49722211.jpg,sad
24369,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_50067264.jpg,fear
24370,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_78580473.jpg,sad
24371,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_56600080.jpg,angry
24372,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_96507461.jpg,fear
24373,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_74735509.jpg,fear
24374,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_61216716.jpg,fear
24375,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_20868440.jpg,happy
24376,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_71645335.jpg,surprise
24377,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_49765079.jpg,happy
24378,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_72259474.jpg,happy
24379,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_85286320.jpg,neutral
24380,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_7214052.jpg,happy
24381,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_6802984.jpg,fear
24382,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_55881751.jpg,sad
24383,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_10295477.jpg,angry
24384,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_39805897.jpg,happy
24385,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_79256784.jpg,angry
24386,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_14399797.jpg,angry
24387,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_64595079.jpg,sad
24388,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_83923304.jpg,neutral
